City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
483,Louis Trichardt,ZA,2020-04-15 22:34:02,-23.04,29.9,63.0,69,14,3.24,few clouds,0.0,0
484,Syasstroy,RU,2020-04-15 22:34:03,60.14,32.57,31.55,97,0,5.46,clear sky,0.0,0
485,Soyo,AO,2020-04-15 22:34:03,-6.13,12.37,80.42,85,100,8.66,light rain,0.0,0
486,Anloga,GH,2020-04-15 22:34:03,5.79,0.9,86.0,79,20,12.75,few clouds,0.0,0
487,Russell,US,2020-04-15 22:34:03,32.35,-85.2,66.99,25,1,11.41,clear sky,0.0,0
488,Roma,US,2020-04-15 22:29:15,43.21,-75.46,42.8,41,90,13.87,overcast clouds,0.0,0
489,Kaitangata,NZ,2020-04-15 22:34:03,-46.28,169.85,54.0,63,44,11.01,light rain,0.0,0
490,Tanga,TZ,2020-04-15 22:34:04,-5.07,39.1,77.97,84,100,10.49,light rain,0.0,0
491,Omboue,GA,2020-04-15 22:34:04,-1.57,9.26,80.58,88,100,5.79,light rain,0.0,0
492,Samfya,ZM,2020-04-15 22:30:13,-11.36,29.56,65.26,68,96,4.14,light rain,0.0,0
493,Sale,MA,2020-04-15 22:34:04,34.04,-6.82,61.0,93,54,5.82,broken clouds,0.0,0
494,Ponca City,US,2020-04-15 22:34:04,36.71,-97.09,64.4,23,75,6.93,broken clouds,0.0,0
495,Kaseda,JP,2020-04-15 22:34:05,31.42,130.32,51.8,81,40,5.82,scattered clouds,0.0,0
496,Yichun,CN,2020-04-15 22:34:05,47.7,128.9,50.07,36,0,3.78,clear sky,0.0,0
497,Lazaro Cardenas,MX,2020-04-15 22:30:00,17.96,-102.2,86.09,41,26,9.19,scattered clouds,0.0,0
498,Dzerzhinskoye,RU,2020-04-15 22:34:05,56.83,95.23,46.08,80,86,7.7,overcast clouds,0.0,0
499,Qasigiannguit,GL,2020-04-15 22:34:05,68.82,-51.19,28.4,58,99,3.36,light snow,0.0,0
500,Blackwater,AU,2020-04-15 22:29:33,-23.58,148.88,64.47,79,0,6.6,clear sky,0.0,0
501,Tres Lagoas,BR,2020-04-15 22:30:15,-20.75,-51.68,60.21,62,18,5.41,few clouds,0.0,0
502,Suba,PH,2020-04-15 22:30:15,10.84,121.01,83.34,73,13,10.07,few clouds,0.0,0
503,Tokur,RU,2020-04-15 22:34:06,53.13,132.9,37.85,53,0,1.54,clear sky,0.0,0
504,Zaysan,KZ,2020-04-15 22:34:07,47.47,84.87,43.63,63,100,3.98,overcast clouds,0.0,0
505,Chara,RU,2020-04-15 22:30:16,56.91,118.26,32.76,62,0,1.34,clear sky,0.0,0
506,Dalvik,IS,2020-04-15 22:34:07,65.97,-18.53,33.8,74,75,9.17,broken clouds,0.0,0
507,Toksovo,RU,2020-04-15 22:34:07,60.15,30.52,30.99,92,20,4.47,few clouds,0.0,0
508,Pacaembu,BR,2020-04-15 22:34:08,-21.56,-51.26,58.69,59,0,5.93,clear sky,0.0,0
509,Nokaneng,BW,2020-04-15 22:34:08,-19.67,22.27,73.8,31,19,2.71,few clouds,0.0,0
510,Thinadhoo,MV,2020-04-15 22:31:11,0.53,72.93,84.7,69,95,6.49,light rain,0.0,0
511,Los Algarrobos,PA,2020-04-15 22:30:17,8.5,-82.43,87.8,66,40,9.17,moderate rain,0.0,0
512,Quatre Cocos,MU,2020-04-15 22:30:17,-20.21,57.76,77.0,83,40,12.75,scattered clouds,0.0,0
513,Mizan Teferi,ET,2020-04-15 22:30:18,6.98,35.58,63.61,64,99,2.93,light rain,0.0,0
514,Lavrentiya,RU,2020-04-15 22:30:18,65.58,-171.0,29.86,94,37,5.06,scattered clouds,0.0,0
515,Straubing,DE,2020-04-15 22:30:18,48.88,12.57,45.0,64,1,2.71,clear sky,0.0,0
516,Vallenar,CL,2020-04-15 22:30:19,-28.57,-70.76,60.69,51,100,0.43,overcast clouds,0.0,0
517,Grand-Santi,GF,2020-04-15 22:30:19,4.25,-54.38,76.32,74,26,2.48,scattered clouds,0.0,0
518,Muriwai Beach,NZ,2020-04-15 22:30:19,-36.82,174.45,66.0,72,52,18.34,broken clouds,0.0,0
519,Bonthe,SL,2020-04-15 22:30:19,7.53,-12.51,81.61,81,68,3.0,light rain,0.0,0
520,Fukue,JP,2020-04-15 22:30:20,32.69,128.84,59.34,67,40,11.54,scattered clouds,0.0,0
521,Sirjan,IR,2020-04-15 22:30:20,29.45,55.68,52.93,45,57,4.38,broken clouds,0.0,0
522,Khani,GE,2020-04-15 22:30:20,41.96,42.96,51.8,100,96,3.36,light rain,0.0,0
523,Khasan,RU,2020-04-15 22:30:20,42.43,130.64,44.96,65,17,7.78,few clouds,0.0,0
524,Taman,RU,2020-04-15 22:30:20,45.21,36.72,32.0,63,40,8.95,scattered clouds,0.0,0
525,Beloha,MG,2020-04-15 22:30:21,-25.17,45.05,75.25,60,69,6.87,broken clouds,0.0,0
526,Paka,MY,2020-04-15 22:30:21,4.64,103.44,75.2,94,56,1.12,broken clouds,0.0,0
527,Novikovo,RU,2020-04-15 22:30:21,51.15,37.89,37.54,75,100,12.57,overcast clouds,0.0,0
528,Sawtell,AU,2020-04-15 22:30:21,-30.38,153.1,69.8,68,25,5.82,scattered clouds,0.0,0
529,Amnat Charoen,TH,2020-04-15 22:30:22,15.86,104.63,80.01,76,63,9.55,broken clouds,0.0,0
530,Kharp,RU,2020-04-15 22:30:22,66.8,65.81,23.85,95,100,9.33,overcast clouds,0.0,0
531,Yerofey Pavlovich,RU,2020-04-15 22:30:22,53.97,121.97,44.15,48,0,1.12,clear sky,0.0,0
532,Paamiut,GL,2020-04-15 22:30:23,61.99,-49.67,31.69,95,100,11.74,light snow,0.0,0
533,Voznesenskaya,RU,2020-04-15 22:30:23,44.55,41.03,37.58,78,100,5.82,light rain,0.0,0
534,Wakkanai,JP,2020-04-15 22:30:23,45.41,141.67,35.64,79,96,16.42,overcast clouds,0.0,0
535,Dolinsk,RU,2020-04-15 22:30:23,47.35,142.8,30.2,92,68,1.03,broken clouds,0.0,0
536,Udachnyy,RU,2020-04-15 22:26:48,66.42,112.4,5.0,71,17,6.71,few clouds,0.0,0
537,Otjiwarongo,NA,2020-04-15 22:30:24,-20.46,16.65,62.6,39,1,2.95,clear sky,0.0,0
538,Burgeo,CA,2020-04-15 22:30:24,47.62,-57.62,33.76,94,100,6.04,light snow,0.0,0
539,Magistralnyy,RU,2020-04-15 22:30:24,56.17,107.45,40.6,59,0,2.77,clear sky,0.0,0
540,Menongue,AO,2020-04-15 22:30:24,-14.66,17.69,63.14,53,71,1.25,broken clouds,0.0,0
541,Mount Isa,AU,2020-04-15 22:30:25,-20.73,139.5,78.8,34,40,6.93,scattered clouds,0.0,0
542,Snezhnogorsk,RU,2020-04-15 22:30:25,69.19,33.25,30.2,74,98,6.71,overcast clouds,0.0,0
543,Ingham,US,2020-04-15 22:30:25,42.6,-84.38,37.4,64,90,10.29,overcast clouds,0.0,0
544,Codajas,BR,2020-04-15 22:30:26,-3.84,-62.06,75.47,93,41,2.55,light rain,0.0,0
545,Sungaipenuh,ID,2020-04-15 22:30:26,-2.08,101.38,67.08,70,69,2.06,light rain,0.0,0
546,Carlsbad,US,2020-04-15 22:30:26,33.16,-117.35,81.0,53,1,11.41,haze,0.0,0
547,Sao Filipe,CV,2020-04-15 22:30:27,14.9,-24.5,72.5,76,61,13.33,broken clouds,0.0,0
548,Baykit,RU,2020-04-15 22:30:27,61.67,96.37,37.33,84,78,2.08,broken clouds,0.0,0
549,Kaiyuan,CN,2020-04-15 22:30:27,23.7,103.3,65.41,51,15,4.09,few clouds,0.0,0
550,Maputo,MZ,2020-04-15 22:30:27,-25.97,32.59,75.2,88,20,3.36,few clouds,0.0,0
551,Sharjah,AE,2020-04-15 22:29:52,25.36,55.4,71.6,88,100,3.36,light rain,0.0,0
552,Shepsi,RU,2020-04-15 22:30:28,44.04,39.15,49.3,78,100,4.65,light rain,0.0,0
553,Itoman,JP,2020-04-15 22:30:28,26.12,127.67,68.0,68,20,9.17,few clouds,0.0,0
554,Charagua,BO,2020-04-15 22:30:28,-19.8,-63.22,63.52,41,46,3.2,scattered clouds,0.0,0
555,Vila,PT,2020-04-15 22:30:28,42.03,-8.16,57.0,93,40,10.29,scattered clouds,0.0,0
556,Dasoguz,TM,2020-04-15 22:30:28,41.84,59.97,44.6,56,0,9.17,clear sky,0.0,0
557,Westport,US,2020-04-15 22:30:29,41.14,-73.36,54.0,21,1,11.41,clear sky,0.0,0
558,Oxapampa,PE,2020-04-15 22:30:29,-10.58,-75.4,61.14,53,69,0.51,light rain,0.0,0
559,Sayyan,YE,2020-04-15 22:30:29,15.17,44.32,59.32,38,79,2.89,light rain,0.0,0
